Case #,Crime,Occurred (Averaged),Location,lon,lat
24-00059,Civil: Civil Information Report,2024-01-08 13:44,2333 College Av,-122.25423115947426,37.86809365
24-00060,459: PC; Burglary:first Degree; Felony,2024-01-07 03:47,Bowles Lot,-122.25350311649362,37.87334125
24-00061,Lost Prop.: Lost Property,2023-12-27 12:00,Unknown OffCampus Location,-122.272863,37.8708393
24-00062,"OUT WRTM: Other Agency Warrant, Misd *978.5: PC; Bench Warrant/Failure To Appear On Misdemeanor Charge; Misdemeanor",2024-01-08 17:18,Sproul Hall,-122.25877388866844,37.8696038
24-00063,10851(A): VC; Take Vehicle W/O Owner's Consent/Vehicle Theft; Felony,2024-01-08 13:00,2301 Bancroft Wy,-122.260816,37.868605
24-00064,626: Exclusion Order Issued,2024-01-08 21:02,Bechtel Center,-122.2581895855648,37.8742408
24-00065,OA-ROBBERY: Outside Assist - Robbery,2024-01-08 19:31,Blake St,-122.27646153991796,37.86191108141583
24-00066,602(O)(1): PC; Trespass:refuse To Leave Property:peace Officer Request; Misdemean 626: Exclusion Order Issued,2024-01-09 01:15,Bauer Wurster Hall,-122.25490130888858,37.87058195
24-00067,HAZMAT: Hazardous Condition,2024-01-09 09:31,Koshland Hall,-122.26488980375233,37.87392285
24-00068,TC-Non Injury: Traffic Collision Non Injury,2024-01-09 09:46,2601 Warring St,-122.250147,37.864041
24-00069,Lost Prop.: Lost Property,2023-12-26 12:00,Physics Building South,,
24-00070,Lost Prop.: Lost Property,2023-10-05 12:00,Haas Pavilion,-122.26220609544905,37.86939045
24-00071,459: PC; Burglary:first Degree; Felony,2024-01-09 07:10,945 Ohlone Av,-122.272863,37.8708393
24-00072,5150: WI; 72 Hour Mental Health Hold;,2024-01-09 17:23,2227 Piedmont Av,-122.2528493741714,37.87087733429054
24-00073,MP: Missing Person,2024-01-09 18:09,Sproul Hall,-122.25877388866844,37.8696038
24-00074,SUPP: Supplemental Reports Deceased: Deceased Person,2024-01-09 22:15,Lower Sproul Plaza,-122.26022867883118,37.86920445
24-00093,OA-VEH BURGLARY: Outside Assist - Vehicle Burglary,2024-01-09 12:07,Unit3 Priestly 2400 Durant Ave,-122.260114,37.86724
24-00075,5150: WI; 72 Hour Mental Health Hold;,2024-01-10 02:28,Sather Gate,-122.259509,37.8702403
24-00076,487(A): PC; Grand Theft:money/Labor/Property; Felony,2024-01-10 03:29,1301 S 46th St,-122.272863,37.8708393
24-00077,SUPP: Supplemental Reports 626: Exclusion Order Issued 594(B)(1): PC; Vandalism ($400 Or More); Felony 1203.2(A): PC; Probation Violation:rearrest/Revoke; Felony,2024-01-10 07:57,Cesar Chavez Center Zellerbach Hall,-122.272863,37.8708393
24-00078,INFO: Information Only Report,2024-01-10 08:15,2339 Haste St,-122.262293,37.865814
24-00079,Lost Prop.: Lost Property *INFO: Information Only Report,2023-11-21 06:36,Stanley Hall,-122.25608574376449,37.87396185
24-00081,1100885511((AA)):: VVCC;; TTaakkee VVeehhiiccllee WW//OO OOwwnneerr''ss CCoonnsseenntt//VVeehhiiccllee TThheefftt;; FFeelloonnyy,2023-12-29 12:00,3200 Regatta Blvd,-122.272863,37.8708393
24-00082,532(A): PC; Obtain Money/Etc By False Pretenses; Misdemeanor,2024-01-10 01:16,Campus Unspecified Campus Location,-122.272863,37.8708393
24-00083,SUPP: Supplemental Reports 484(A): PC; Petty Theft; Misdemeanor,2024-01-10 16:32,2495 Bancroft Wy,-122.2598545,37.869332
24-00084,WELFARE: Welfare Check,2024-01-10 17:17,2495 Bancroft Wy,-122.2598545,37.869332
24-00085,594(A)(1): PC; Vandalism:deface Property; Felony 25620: BP; Possess Open Container of Alcohol In Public; Infraction,2024-01-10 21:01,2309 Haste St,-122.262837,37.865683
24-00086,10851(A): VC; Take Vehicle W/O Owner's Consent/Vehicle Theft; Felony,2024-01-10 19:22,2424 Haste St,-122.25966220370196,37.86568885
24-00087,Lost Prop.: Lost Property,2024-01-11 08:38,Campbell Hall,-122.25708716604908,37.87293165
24-00088,INFO: Information Only Report,2024-01-11 10:54,Sproul Hall,-122.25877388866844,37.8696038
24-00089,OA-OTHER CRIME: Outside Assist - Other Crime,2023-12-19 12:00,Country Of China,-122.272863,37.8708393
24-00090,242: PC; Battery On Person; Misdemeanor SUPP: Supplemental Reports 626: Exclusion Order Issued,2024-01-11 11:00,Lower Sproul Plaza,-122.26022867883118,37.86920445
24-00091,484(A): PC; Theft Of Personal Property; Misdemeanor,2024-01-06 14:30,Lower Sproul Plaza,-122.26022867883118,37.86920445
24-00092,Caslty: Injury/Illness,2024-01-11 13:21,2495 Bancroft Wy,-122.2598545,37.869332
24-00094,OA-THEFT: Outside Assist - Theft,2023-12-16 16:37,Oakland,-122.23870915696222,37.87425655
24-00095,DEMO: Demonstration,2024-01-11 16:35,Stephens Hall,-122.25769072017832,37.87133
24-00096,594(A)(1): PC; Vandalism:deface Property; Felony 626: Exclusion Order Issued,2024-01-11 18:09,Lower Sproul Garage,-122.2606309,37.8688322
24-00097,459: PC; Burglary:first Degree; Felony,2024-01-11 09:30,Witter Field Lot,-122.249073,37.871156
24-00098,602.5(A): PC; Unauth Entr Of Dwelling; Misdemeanor 626: Exclusion Order Issued,2024-01-12 08:53,2333 College Av,-122.25423115947426,37.86809365
24-00099,OA-BPD: Outside Assist - BPD OA-Vehicle Burglary,2024-01-11 18:45,Law Building,-122.25346010910064,37.8699502
24-00100,484(A): PC; Theft Of Personal Property; Misdemeanor,2024-01-07 20:20,1040 Jackson St,-122.272863,37.8708393
24-00101,484(A): PC; Theft Of Personal Property; Misdemeanor,2024-01-12 12:47,Valley Life Science Building Rev 090418,-122.272863,37.8708393
24-00102,Caslty: Injury/Illness,2024-01-13 02:27,2520 Channing Wy,-122.25740262790698,37.86703251162791
24-00103,602(M): PC; Trespass:occupy Property Without Consent; Misdemeanor,2024-01-13 08:55,2650 Durant Av,-122.2552301968402,37.86782
24-00104,484(A): PC; Petty Theft; Misdemeanor,2023-10-13 23:00,2400 Durant Av,-122.260114,37.86724
24-00105,INFO: Information Only Report FIRE: Fire,2024-01-14 13:52,Wickson Bridge,-122.262691,37.872747
24-00106,INFO: Information Only Report OA-BPD: Outside Assist - BPD,2024-01-14 13:56,8th St,-122.29370635761468,37.8627417853943
24-00107,626: Exclusion Order Issued 647(I): PC; Peek Inhab Bldg W/Loitrng; Misdemeanor,2024-01-14 16:01,GPB Garage Rev 090418,-122.272863,37.8708393
24-00108,148.4(A)(1): PC; Tamper/Etc With Fire Alarm/Etc; Misdemeanor,2024-01-15 12:28,Law Building,-122.25346010910064,37.8699502
24-00109,22651(o)(1): VC; Stored Vehicle-Registration Expired Over 6 Months; Infraction,2024-01-15 14:34,Bowditch St,-122.25655077869376,37.86721320422173
24-00110,459: PC; Burglary:first Degree; Felony,2024-01-15 10:12,2301 Bancroft Wy,-122.260816,37.868605
24-00111,10851(A): VC; Take Vehicle W/O Owner's Consent/Vehicle Theft; Felony,2024-01-09 09:00,Spieker Pool,-122.262115926876,37.86872835
24-00112,OA-SEXUAL ASSAULT: Outside Assist - Sexual Assault OA-BPD: Outside Assist - BPD,2024-01-15 20:28,Dwight Pl,-122.28431535220662,37.86178476620944
24-00113,532(A): PC; Obtain Money/Etc By False Pretenses; Misdemeanor,2024-01-09 00:32,2700 Hearst Av,-122.25551,37.875524
24-00114,FIRE: Fire,2024-01-16 09:07,2650 Haste St,-122.2560025249778,37.86647419644383
24-00115,"OUT WRTF: Other Agency Warrant, Fel 978.5: PC; Bench Warrant/Failure To Appear On Felony Charge; Felony",2024-01-16 09:34,GPB Garage,-122.252685,37.872386
24-00116,FIRE: Fire,2024-01-16 11:04,2427 Dwight Wy,-122.25938950434724,37.86527525
24-00117,459: PC; Burglary: Second Degree; Felony 594(A)(1): PC; Vandalism:deface Property; Felony,2024-01-14 12:00,2850 Telegraph Av,-122.2599084,37.8580359
24-00118,594(B)(1): PC; Vandalism ($400 Or More); Felony 459: PC; Burglary:second Degree; Misdemeanor,2024-01-14 23:15,2100 Channing Wy,-122.267354,37.86574
24-00119,INFO: Information Only Report,2024-01-16 08:58,Sutardja Dai Hall,-122.2583368484039,37.8748734
24-00120,"OUT WRTF: Other Agency Warrant, Fel 978.5: PC; Bench Warrant/Failure To Appear On Felony Charge; Felony",2024-01-16 15:37,Doe Library,-122.259498421875,37.87219215
24-00121,SUPP: Supplemental Reports 273.5(A): PC; Inflict Corporal Injury On Spouse/Cohabitant/Datng Relatnshp; Misd 270: PC; Failure To Provide; Misdemeanor,2023-12-04 11:59,900 Block of Ohlone Av,-122.272863,37.8708393
24-00122,484(A): PC; Theft Of Personal Property; Misdemeanor,2024-01-06 04:00,1040 Jackson St,-122.272863,37.8708393
24-00123,484(A): PC; Theft Of Personal Property; Misdemeanor Manual Edit,2024-01-14 20:45,2301 Bancroft Wy,-122.260816,37.868605
24-00124,10851(A): VC; Take Vehicle Without Owner's Consent; Misdemeanor,2024-01-06 20:00,2100 Channing Wy,-122.267354,37.86574
24-00125,5200 (a): VC; Improper Display of License Plates; Infraction 12500 (A): VC; Drive Without Licence; Misdemeanor 22651(o)(1): VC; Stored Vehicle-Registration Expired Over 6 Months; Infraction,2024-01-16 23:39,University Av,-122.30852157395006,37.86571873812008
24-00126,484(A): PC; Theft Of Personal Property; Misdemeanor,2023-12-31 12:30,2601 Warring St,-122.250147,37.864041
24-00127,484(A): PC; Petty Theft; Misdemeanor,2023-12-24 04:55,530 Kinkead Wy,-122.272863,37.8708393
24-00128,OA-OTHER CRIME: Outside Assist - Other Crime,2024-01-17 11:30,633 Battery St,-122.272863,37.8708393
24-00129,OA-THEFT: Outside Assist - Theft,2024-01-17 19:41,2495 Bancroft Wy,-122.2598545,37.869332
24-00130,484(A): PC; Theft Of Personal Property; Misdemeanor,2024-01-03 00:00,400 Ohlone Av,-122.272863,37.8708393
24-00131,Lost Prop.: Lost Property,2024-01-17 18:30,Dwinelle Hall,-122.2607432628604,37.8707285
24-00132,415(1): PC; Fight/Challenge Fight Public Place; Misdemeanor,2024-01-18 01:15,Peoples Park Housing Construction Site,-122.272863,37.8708393
24-00133,INFO: Information Only Report,2024-01-18 09:35,Sproul Hall,-122.25877388866844,37.8696038
24-00134,484(A): PC; Petty Theft; Misdemeanor,2024-01-18 11:00,Memorial Stadium,-122.25073605072416,37.8709949
24-00135,10851(A): VC; Take Vehicle Without Owner's Consent; Misdemeanor,2024-01-18 12:26,Valley Life Science Building,-122.262078,37.871144
24-00136,25661: BP; Possess/Use False Evidence of Age; Misdemeanor,2024-01-18 14:39,Sproul Hall,-122.25877388866844,37.8696038
24-00137,459: PC; Burglary: Second Degree; Felony,2024-01-14 10:45,Dwinelle Annex,-122.26131106648783,37.87034835
24-00138,532(A): PC; Obtain Money/Etc By False Pretenses [over $400]; Felony,2024-01-17 03:33,I House,-122.272863,37.8708393
24-00139,DEMO: Demonstration 594(A)(1): PC; Vandalism:deface Property; Felony,2024-01-18 16:56,2500 Block Haste St,-122.272863,37.8708393
24-00140,Caslty: Injury/Illness,2024-01-18 22:01,2700 Hearst Av,-122.25551,37.875524
24-00141,261(A)(1): PC; Rape:victim Incapable Of Giving Consent; Felony,2023-12-07 20:30,2400 Block of Durant Ave,-122.272863,37.8708393
24-00142,Lost Prop.: Lost Property,2023-12-26 00:00,2220 Piedmont Av,-122.25286288751197,37.87097791199431
24-00143,Found Prop.: Found Property,2024-01-19 10:49,Weill Hall,-122.26323831340244,37.8713331
24-00144,Caslty: Injury/Illness,2024-01-19 11:27,1 Centennial Dr,-122.246969,37.879492
24-00145,484(A): PC; Theft Of Personal Property; Misdemeanor,2024-01-17 12:42,1040 Jackson St,-122.272863,37.8708393
24-00146,Civil: Civil Information Report,2024-01-19 11:34,Social Sciences Building,-122.2579343322098,37.87010825
24-00147,Lost Prop.: Lost Property,2024-01-19 09:45,Wheeler Hall,-122.25917403060896,37.87132175
24-00148,20002 (A): VC; Hit and Run:property Damage; Misdemeanor,2024-01-18 15:25,2451 Hearst Av,-122.26240549494948,37.87467506060607
24-00149,INFO: Information Only Report,2023-09-29 11:43,2301 Bancroft Wy,-122.260816,37.868605
24-00150,Caslty: Injury/Illness,2024-01-19 10:43,2537 Haste St,-122.257808,37.866227
24-00151,Civil: Civil Information Report,2024-01-19 18:54,Sproul Hall,-122.25877388866844,37.8696038
24-00152,Lost Prop.: Lost Property,2024-01-18 14:45,Wheeler Hall,-122.25917403060896,37.87132175
24-00153,11364(A): HS; Possess Unlawful Paraphernalia; Misdemeanor 498(B)(4): PC; Thft Utl Serv: W/O Cons; Felony,2024-01-19 21:34,Fielding Field Rev 090418,-122.270356,37.860074
24-00154,Caslty: Injury/Illness 347(A)(1): PC; Willful Poisoning/Etc Of Food/Etc; Felony,2024-01-20 01:04,2650 Haste St,-122.2560025249778,37.86647419644383
24-00155,5150: WI; 72 Hour Mental Health Hold;,2024-01-20 08:05,2401 Durant Av,-122.26110790700152,37.8680285
24-00156,OA-ROBBERY: Outside Assist - Robbery,2024-01-20 10:00,Unknown Emeryville,-122.297864,37.865832
24-00157,FIRE: Fire,2024-01-20 16:56,2520 Channing Wy,-122.25740262790698,37.86703251162791
24-00158,484(A): PC; Theft Of Personal Property; Misdemeanor 484G: PC; Theft By Use Of Access Card Information; Felony 530.5(A): PC; Get Credit/Etc Other's Id; Felony 496(A): PC; Receive/Etc Known Stolen Property; Felony 135: PC; Destroy/Conceal Evidence; Misdemeanor SUPP: Supplemental Reports,2024-01-20 17:07,2301 Bancroft Wy,-122.260816,37.868605
24-00159,459: PC; Burglary:first Degree; Felony,2024-01-20 20:35,1995 University Av,-122.2717944,37.8722619
24-00160,Lost Prop.: Lost Property Found Prop.: Found Property,2024-01-20 06:30,2309 Haste St,-122.262837,37.865683
24-00161,245(A)(1): PC; Assault W/Deadly Weapon:not F/Arm; Felony SUPP: Supplemental Reports 243(D): PC; Battery W/Serious Bodily Injury; Felony,2024-01-20 22:50,1005 Sixth St,-122.3022287,37.8829034
24-00178,484(A): PC; Theft Of Personal Property; Misdemeanor,2024-01-20 18:00,2227 Piedmont Av,-122.2528493741714,37.87087733429054
24-00162,Caslty: Injury/Illness,2024-01-21 00:24,2400 Durant Av,-122.260114,37.86724
24-00163,OA-ASSAULT: Outside Assist - Assault OA-BPD: Outside Assist - BPD,2024-01-21 01:14,2400 BLOCK Durant Av,-122.260114,37.86724
24-00164,INFO: Information Only Report,2024-01-21 10:23,Sather Gate Sather Gate,-122.259509,37.8702403
24-00165,Caslty: Injury/Illness,2024-01-21 17:36,Wurster Hall,-122.25490130888858,37.87058195
24-00166,Caslty: Injury/Illness,2024-01-21 19:27,2301 Bancroft Wy,-122.260816,37.868605
24-00167,Lost Prop.: Lost Property,2024-01-21 20:21,Bauer Wurster Hall,-122.25490130888858,37.87058195
24-00168,484(A): PC; Theft Of Personal Property; Misdemeanor,2024-01-21 20:16,2301 Bancroft Wy,-122.260816,37.868605
24-00169,594(A)(2): PC; Vandalism:damage Property; Misdemeanor,2024-01-20 23:04,2601 Warring St,-122.250147,37.864041
24-00170,INFO: Information Only Report,2024-01-21 18:22,1963 MULBERRY Rev 090418,-122.272863,37.8708393
24-00171,INFO: Information Only Report,2024-01-22 01:24,CLEVELAND  Washington St,-122.272863,37.8708393
24-00172,OA-BURGLARY: Outside Assist - Burglary OA-BPD: Outside Assist - BPD,2024-01-22 00:25,2433 Durant Av,-122.2597816,37.8678377
24-00173,10851(A): VC; Take Vehicle W/O Owner's Consent/Vehicle Theft; Felony,2024-01-22 00:42,2301 Bancroft Wy,-122.260816,37.868605
24-00175,5150: WI; 72 Hour Mental Health Hold; WELFARE: Welfare Check,2024-01-22 09:56,2299 Piedmont Av,-122.2519432,37.8697156
24-00177,Caslty: Injury/Illness,2024-01-22 12:40,Wheeler Hall,-122.25917403060896,37.87132175
24-00179,10851(A): VC; Take Vehicle W/O Owner's Consent/Vehicle Theft; Felony,2024-01-22 14:40,2301 Bancroft Wy,-122.260816,37.868605
24-00180,INFO: Information Only Report,2024-01-22 17:29,Sproul Hall,-122.25877388866844,37.8696038
24-00181,12500 (A): VC; Drive Without Licence; Misdemeanor,2024-01-22 18:51,Bancroft Wy,-122.28565157020569,37.86528873030079
24-00182,WELFARE: Welfare Check,2024-01-23 03:00,Sproul Hall,-122.25877388866844,37.8696038
24-00183,INFO: Information Only Report,2024-01-23 07:00,Substation 1 Swtchgrstn1,-122.272863,37.8708393
24-00184,Caslty: Injury/Illness WELFARE: Welfare Check,2024-01-23 07:42,2301 Bancroft Wy,-122.260816,37.868605
24-00185,602(M): PC; Trespass:occupy Property Without Consent; Misdemeanor,2024-01-20 14:15,Simon Hall,-122.25268594356828,37.8698778
24-00186,240: PC; Assault On Person; Misdemeanor,2024-01-23 12:09,2495 Bancroft Wy,-122.2598545,37.869332
24-00187,242: PC; Battery On Person; Misdemeanor,2024-01-23 13:37,2301 Bancroft Wy,-122.260816,37.868605
24-00188,"978.5: PC; Bench Warrant/Failure To Appear On Felony Charge; Felony OUT WRTF: Other Agency Warrant, Fel 3056: PC; Violation Parole:felony; Felony 4573(A): PC; Smuggle Cntl Sub Jl/Prsn; Felony 11377(A): HS; Possess Controlled Substance; Misdemeanor",2024-01-23 15:36,2309 Haste St,-122.262837,37.865683
24-00189,10851(A): VC; Take Vehicle W/O Owner's Consent/Vehicle Theft; Felony,2024-01-23 16:50,Valley Life Science Building,-122.262078,37.871144
24-00190,FIRE: Fire,2024-01-23 17:38,525 Red Oak Av,-122.272863,37.8708393
24-00191,487(A): PC; Grand Theft:money/Labor/Property; Felony,2024-01-23 07:10,Hildebrand Hall,-122.25574850455492,37.872667
24-00192,484G(A): PC; Theft By Forged/Invalid Access Card [over $400]; Felony,2023-12-27 19:02,Valley Life Science Building Rev 090418,-122.272863,37.8708393
24-00193,Lost Prop.: Lost Property,2024-01-07 08:05,6021 Central Av,-122.272863,37.8708393
24-00194,532(A): PC; Obtain Money/Etc By False Pretenses [over $400]; Felony,2023-12-30 08:37,Campus Unspecified Campus Location,-122.272863,37.8708393
24-00195,10851(A): VC; Take Vehicle W/O Owner's Consent/Vehicle Theft; Felony,2024-01-23 18:12,Physics Building North,,
24-00196,INFO: Information Only Report,2024-01-23 12:30,Starr East Asian Library Rev 090418,-122.260006,37.873572
24-00197,Lost Prop.: Lost Property,2024-01-24 02:31,Dwinelle Hall,-122.2607432628604,37.8707285
24-00198,25661: BP; Possess/Use False Evidence of Age; Misdemeanor,2024-01-24 07:43,Sproul Hall,-122.25877388866844,37.8696038
24-00199,594(A)(1): PC; Vandalism:deface Property; Misdemeanor,2024-01-23 11:30,Hearst Mining Building,-122.25726679499158,37.874424950000005
24-00200,626: Exclusion Order Issued,2024-01-24 14:40,Sproul Hall,-122.25877388866844,37.8696038
24-00201,Lost Prop.: Lost Property,2024-01-22 13:00,Koshland Hall,-122.26488980375233,37.87392285
24-00202,242: PC; Battery On Person; Misdemeanor,2024-01-24 16:48,2495 Bancroft Wy,-122.2598545,37.869332
24-00203,10852: VC; Tamper With Vehicle; Misdemeanor,2024-01-24 11:02,2451 Hearst Av,-122.26240549494948,37.87467506060607
24-00204,Found Prop.: Found Property 25661: BP; Possess/Use False Evidence of Age; Misdemeanor,2024-01-24 16:52,Campus Unspecified Campus Location,-122.272863,37.8708393
