Case #,Crime,Occurred (Averaged),Location,lon,lat
21-00461,FIRE: Fire,2021-04-07 09:05,Hearst Mining Building Hearst Mining Building,-122.25726679499158,37.874424950000005
21-00462,Caslty: Injury/Illness,2021-04-07 11:17,Manville Apts Manville Apts,-122.266991,37.865684
21-00463,"OUT WRTM: Other Agency Warrant, Misd",2021-04-07 20:28,Lower Sproul Garage Lower Sproul Garage Rev 090418,-122.260471,37.869253
21-00467,UCBPD-WAR-M: Misdemeanor Warrant From Ucbpd 11377 (A): HS; Possess Controlled Substance 11364: HS; Possess Controlled Substance Paraphernalia,2021-04-08 02:03,2537 Haste St,-122.257808,37.866227
21-00468,Lost Prop.: Lost Property,2021-03-08 09:21,Wickson Bridge Wickson Bridge,-122.272863,37.8708393
21-00469,484 (A): PC; Theft,2021-03-19 17:00,670 Kula Gulf Wy,-122.303732,37.8838124
21-00470,594: PC; Malicious Mischief/Vandalism,2021-04-08 15:25,Latimer Hall,-122.255914566482,37.87310845
21-00471,5150: WI; 72 Hour Mental Health Hold,2021-04-08 23:20,Ucpd Ucpd Rev 090418,-122.272863,37.8708393
21-00472,647 (E): PC; Disorderly Conduct:lodge Without Owners Consent 626: Exclusion Order Issued,2021-04-09 03:48,2537 Haste St,-122.257808,37.866227
21-00473,Caslty: Injury/Illness,2021-04-09 13:19,2222 Bancroft Wy,-122.26741212033184,37.86774458786539
21-00474,484 G: PC; Theft By Use of Credit Card [over $400] (Amended),2021-03-10 00:00,Lawrence Hall,-122.2464633,37.880286
21-00475,Lost Prop.: Lost Property 22810: PC; Illegal use of tear gas/Tear gas weapon,2021-01-22 01:00,755 Ohlone Av,-122.272863,37.8708393
21-15540,manually added,,Rev 090418,-122.272863,37.8708393
21-00476,459V-F: PC; Burglary Vehicle 487 (A): PC; Grand Theft:money/Labor/Property Over $950,2021-04-09 18:00,Lower Hearst Parking Structure Lower Hearst Parking Structure,-122.257208,37.875746
21-00477,594: PC; Malicious Mischief/Vandalism,2021-04-10 06:34,Mulford Hall,-122.26429165961542,37.87268705
21-00478,Deceased: Deceased Person,2021-04-10 08:41,Peoples Park Peoples Park,-122.257299,37.865746
21-00479,Caslty: Injury/Illness,2021-04-10 11:02,2400 Durant Av,-122.260114,37.86724
21-00480,Caslty: Injury/Illness,2021-04-10 12:24,Witter Field Witter Field,-122.249073,37.871156
21-00481,289: PC; Sexual Penetration By Foreign Object/Etc,2016-05-03 23:00,2424 Channing Wy,-122.25951811764706,37.86675558823529
21-00483,488: PC; Petty Theft,2021-04-03 04:30,Max Martinez Max Martinez,-122.272863,37.8708393
21-00484,Found Prop.: Found Property,2021-04-10 16:28,Lhs Lhs,-122.272863,37.8708393
21-00485,Caslty: Injury/Illness,2021-04-10 23:55,2650 Durant Av,-122.2552301968402,37.86782
21-00501,OA Assist: Outside Agency Assist 211: PC; Robbery,2021-04-10 14:46,Grizzly Peak Bl Rev 090418,-122.265274,37.898964
21-00486,148.4 (1): PC; False Tamper With Fire Alarm (Amended),2021-04-11 00:03,2301 Bancroft Wy,-122.260816,37.868605
21-00488,594: PC; Malicious Mischief/Vandalism,2021-04-11 09:43,2650 Durant Av,-122.2552301968402,37.86782
21-00489,594: PC; Malicious Mischief/Vandalism,2021-04-11 11:52,LAW SCHOOL,-122.25329425089444,37.8699246
21-00490,Found Prop.: Found Property,2021-04-11 12:16,LAW SCHOOL,-122.25329425089444,37.8699246
21-00491,459: PC; Burglary: First Degree,2021-04-11 19:44,Underhill Lot,-122.272863,37.8708393
21-00492,5150: WI; 72 Hour Mental Health Hold,2021-04-11 20:46,Ucpd Ucpd,-122.272863,37.8708393
21-00493,594 (A)(1): PC; Maliciously Deface W/Paint/Etc,2021-04-11 22:57,I House I House Rev 090418,-122.272863,37.8708393
21-00494,594: PC; Malicious Mischief/Vandalism 594 (A)(1): PC; Maliciously Deface W/Paint/Etc,2021-04-12 01:15,Sather Tower Sather Tower,-122.2578158,37.8720577
21-00495,INFO: Information Only Report,2021-04-12 01:40,485 Ohlone Av,-122.272863,37.8708393
21-00496,10-42: Welfare Check,2021-04-12 11:27,2421 Fulton St,-122.2654031664897,37.86534080445463
21-00497,10851 (A): VC; Take Vehicle W/O Owner's Consent/Vehicle Theft,2021-04-11 03:08,1301 S 46th Street,-122.272863,37.8708393
21-00498,*242: PC; Battery,2021-04-12 14:09,Unit 2,-122.272863,37.8708393
21-00499,459: PC; Burglary: First Degree,2021-04-12 15:30,2650 Durant Av,-122.2552301968402,37.86782
21-00500,RULES: Rules Violation added,2021-04-12 19:30,2415 Bowditch St,-122.25621929426624,37.866137951654
21-00502,484: PC; Theft,2021-04-13 01:04,Max Martinez Max Martinez,-122.272863,37.8708393
21-00503,653 M(A): PC; Annoying Telephone Call:obscene/Threatening,2021-04-10 06:15,Lbnl Lbnl Rev 090418,-122.244765,37.87662
21-00504,"OUT WRTF: Other Agency Warrant, Fel",2021-04-14 22:54,Lower Sproul Garage Lower Sproul Garage Rev 090418,-122.260471,37.869253
21-00505,OA Assist: Outside Agency Assist,2021-04-15 01:50,San Pablo Av,-122.29394243905432,37.87445438787536
21-00506,OABPD: Outside Assist - BPD,2021-04-15 03:21,CHANNINGDANA,-122.272863,37.8708393
21-00507,INFO: Information Only Report,2021-04-15 02:17,2424 Haste St,-122.25966220370196,37.86568885
21-00508,Lost Prop.: Lost Property,2021-04-14 08:00,Stanley Hall,-122.25608574376449,37.87396185
21-00509,484: PC; Theft,2021-04-15 11:14,Hearst Field Annex Hearst Field Annex,-122.2581812086218,37.86943305
21-00510,211: PC; Robbery:second Degree,2021-04-15 13:41,I House I House,-122.272863,37.8708393
21-00511,10-42: Welfare Check 484 G: PC; Theft By Use of Credit Card [over $400] (Amended),2021-04-04 07:14,Haas Pavilion Haas Pavilion RSSP Rssp 2610 Channing Wy,-122.2563729387755,37.86716195918368
21-00513,11364: HS; Possess Controlled Substance Paraphernalia 11350 (A): HS; Possess Narcotic Controlled Substance 1203.2: PC; Probation Violation:rearrest/Revoke [state Specific Crime] 11377 (A): HS; Possess Controlled Substance,2021-04-16 01:46,Underhill Lot,-122.272863,37.8708393
21-00514,Caslty: Injury/Illness,2021-04-16 08:13,Koshland Hall,-122.26488980375233,37.87392285
21-00515,Lost Prop.: Lost Property,2021-04-15 10:00,Latimer Hall,-122.255914566482,37.87310845
21-00516,Caslty: Injury/Illness,2021-04-16 02:00,Underhill Lot,-122.272863,37.8708393
21-00517,OA Assist: Outside Agency Assist 496 (A): PC; Receive/Etc Known Stolen Property,2021-04-16 10:27,Mclaughlin Hall,-122.25905005086965,37.8738328
21-00518,211: PC; Robbery:second Degree,2021-04-16 13:14,Etcheverry Hall,-122.25927741801024,37.87568245
21-00519,Lost Prop.: Lost Property,2021-04-07 12:30,Koshland Hall,-122.26488980375233,37.87392285
21-00520,Civil: Civil Information Report 166 (A)(4): PC; Contempt of Court:disobey Court Order/Etc,2021-04-16 17:47,Uva Uva,-122.272863,37.8708393
21-00521,OABPD: Outside Assist - BPD 594 (B)(1): PC; Vandalism ($400 Or More),2021-02-23 18:00,1122 Spruce St,-122.267175,37.887943
21-00522,5150: WI; 72 Hour Mental Health Hold,2021-04-16 23:07,2400 Bancroft Wy,-122.2609415,37.8683702
21-00524,Found Prop.: Found Property,2021-04-17 08:35,CAMPUS,-122.288608,37.868541
21-00525,664/459V: PC; Attempt: Vehicle Burglary,2021-04-17 17:40,Upper Hearst Structure Upper Hearst Structure,-122.25735335427164,37.8757656
21-00526,594 (A)(1): PC; Maliciously Deface W/Paint/Etc,2021-04-17 21:31,Lower Sproul Pz Lower Sproul Pz,-122.26022867883118,37.86920445
21-00527,594 (A)(1): PC; Maliciously Deface W/Paint/Etc,2021-04-17 21:59,Ellsworth Parking Structure Structure C,-122.257208,37.875746
21-00528,626: Exclusion Order Issued,2021-04-17 22:07,Asuc Garage Asuc Garage Rev 090418,-122.272863,37.8708393
21-00530,Caslty: Injury/Illness,2021-04-18 13:51,Valley Life Science Bldg VLSB Rev 090418,-122.272863,37.8708393
21-00532,Rec-Stolen: Recovered Stolen Vehicle,2021-04-19 00:31,Uva Uva,-122.272863,37.8708393
21-00533,148.4 (1): PC; False Tamper With Fire Alarm (Amended),2021-04-19 03:24,2650 Haste St,-122.2560025249778,37.86647419644383
21-00534,594 (A)(1): PC; Maliciously Deface W/Paint/Etc,2021-04-19 08:53,West Crescent West Crescent,-122.272863,37.8708393
21-00535,459V-F: PC; Burglary Vehicle,2021-04-15 12:30,2650 Durant Av,-122.2552301968402,37.86782
21-00536,INFO: Information Only Report,2021-04-19 13:55,Barker Hall,-122.26548032875245,37.8739629
21-00537,488: PC; Petty Theft,2021-03-30 12:00,Max Martinez Max Martinez,-122.272863,37.8708393
21-00538,Caslty: Injury/Illness,2021-04-19 18:47,Ucpd Ucpd,-122.272863,37.8708393
21-00539,594: PC; Malicious Mischief/Vandalism,2021-04-19 21:13,Asuc Garage Asuc Garage,-122.272863,37.8708393
21-00540,594 (A)(1): PC; Maliciously Deface W/Paint/Etc,2021-04-19 22:08,OCTAGON BRIDGE Rev 090418,-122.261769,37.870303
21-00541,484 G: PC; Theft By Use of Access Card Information,2021-04-17 17:35,Doe Library Doe Library,-122.259498421875,37.87219215
21-00542,594: PC; Malicious Mischief/Vandalism,2021-04-20 10:53,Life Science Addition Lsa,-122.272863,37.8708393
21-00543,Caslty: Injury/Illness,2021-04-20 13:14,Botanical Gardens Botanical Gardens,-122.272863,37.8708393
21-00544,245: PC; Assault W/Deadly Weapon,2021-04-20 14:43,Peoples Park Peoples Park,-122.257299,37.865746
21-00545,Caslty: Injury/Illness,2021-04-20 16:35,Memorial Glade Memorial Glade,-122.259436,37.873221
21-00546,532: PC; Obtain Money/Etc By False Pretenses [over $400] (Amended),2021-04-20 19:13,2650 Haste St,-122.2560025249778,37.86647419644383
21-00547,647 (A): PC; Disorderly Conduct:solicit Lewd Act,2021-04-20 20:37,1995 University Av,-122.2717944,37.8722619
21-00548,594: PC; Malicious Mischief/Vandalism,2021-04-20 19:38,Dwinelle Hall,-122.2607432628604,37.8707285
21-00549,594: PC; Malicious Mischief/Vandalism,2021-04-20 21:53,Upper Sproul Pz Upper Sproul Pz Rev 090418,-122.272863,37.8708393
21-00550,Caslty: Injury/Illness,2021-04-21 03:19,400 Ohlone Av,-122.272863,37.8708393
21-00551,626: Exclusion Order Issued,2021-04-21 18:38,2224 Piedmont Av,-122.25285201381072,37.87092055805702
21-00553,5150: WI; 72 Hour Mental Health Hold 647 (E): PC; Disorderly Conduct:lodge Without Owners Consent 211: PC; Robbery,2021-04-21 22:38,670 Kula Gulf Wy,-122.303732,37.8838124
21-17611,manually added,,Rev 090418,-122.272863,37.8708393
21-00554,626.6 (A): PC; Nonstudent Refuse to Leave Campus 647 (E): PC; Disorderly Conduct:lodge Without Owners Consent 485: PC; Appropriate Lost Property,2021-04-22 02:39,2224 Piedmont Av,-122.25285201381072,37.87092055805702
21-00555,459V-F: PC; Burglary Vehicle 664: PC; Attempt Crime [state Specific Crime],2021-04-22 07:49,2650 Durant Av,-122.2552301968402,37.86782
21-00556,INFO: Information Only Report,2021-04-22 13:50,Channing Wy,-122.29569816420656,37.86174439180047
21-00557,Civil: Civil Information Report,2021-04-03 12:00,2030 Dwight Wy,-122.26830034519182,37.8636745
21-00558,653 M: PC; Make Annoying Telephone Calls,2020-11-10 21:37,Campus Campus Rev 090418,-122.272863,37.8708393
21-00559,5150: WI; 72 Hour Mental Health Hold,2021-04-23 00:20,2650 Durant Av,-122.2552301968402,37.86782
21-00560,Lost Prop.: Lost Property,2021-02-20 13:00,Valley Life Science Bldg Valley Life Science Bldg,-122.272863,37.8708393
21-00561,Caslty: Injury/Illness,2021-04-23 10:26,Manville Apts Manville Apts,-122.266991,37.865684
21-00562,484 G: PC; Theft By Use of Access Card Information,2021-04-23 11:35,Uva Uva,-122.272863,37.8708393
21-00563,594: PC; Malicious Mischief/Vandalism,2021-04-23 18:44,1050 San Pablo Av,-122.2977954,37.8867394
21-00564,626: Exclusion Order Issued 626.6 (A): PC; Nonstudent Refuse to Leave Campus,2021-04-24 01:10,Lower Sproul Garage Lower Sproul Garage,-122.2606309,37.8688322
21-00565,594: PC; Malicious Mischief/Vandalism,2021-04-24 04:05,2175 Gayley Rd,-122.25611709380318,37.87475781058154
21-00566,484: PC; Theft,2021-04-04 12:30,2424 Haste St,-122.25966220370196,37.86568885
21-00568,DEMO: Demonstration,2021-04-24 12:56,Walnut St,-122.26785726103414,37.87718833058817
21-00567,Caslty: Injury/Illness,2021-04-18 23:15,Sproul Hall,-122.25877388866844,37.8696038
21-00569,DEMO: Demonstration,2021-04-25 11:43,Peoples Park Peoples Park,-122.257299,37.865746
21-00570,211: PC; Robbery 242: PC; Battery 1203.2: PC; Probation Violation:rearrest/Revoke [state Specific Crime],2021-04-25 18:18,Spieker Pz Spieker Pz,-122.261621,37.869196
21-00571,5150: WI; 72 Hour Mental Health Hold,2021-04-25 20:04,715 Kinkead Wy,-122.272863,37.8708393
21-00572,594 (A)(1): PC; Maliciously Deface W/Paint/Etc,2021-04-25 22:38,Ellsworth Parking Structure Structure C Rev 090418,-122.272863,37.8708393
21-00573,5150: WI; 72 Hour Mental Health Hold,2021-04-26 01:18,Ucpd Ucpd,-122.272863,37.8708393
21-00574,Caslty: Injury/Illness,2021-04-26 11:34,California Hall,-122.26040950733994,37.87199425
21-00575,10-42: Welfare Check,2021-04-26 12:50,2650 Durant Av,-122.2552301968402,37.86782
21-00576,602: PC; Tresspassing 626.6: PC; Nonstudent Refuse to Leave Campus (Amended) 626: Exclusion Order Issued,2021-04-26 22:02,Asuc Garage Asuc Garage,-122.272863,37.8708393
21-00584,484: PC; Theft,2021-04-26 15:35,Valley Life Science Bldg VLSB Rev 090418,-122.272863,37.8708393
21-00579,459V-F: PC; Burglary Vehicle,2021-04-27 09:37,Bancroft Structure Bancroft Structure,-122.272863,37.8708393
21-00580,HAZMAT: Hazardous Condition,2021-04-27 17:51,Latimer Hall,-122.255914566482,37.87310845
21-00581,PRODAM: Property Damage,2021-04-27 14:37,Minor Hall,-122.25473783871234,37.8715126
21-00578*,459V-F: PC; Burglary Vehicle,2021-04-27 09:10,Coffer Dam Rev 090418,-122.272863,37.8708393
21-00582,OABPD: Outside Assist - BPD 451: PC; Malicious Set/Etc Fire to Property/Etc,2021-04-28 05:22,2124 Kittredge Street,-122.2672537,37.8684638
21-00585,INFO: Information Only Report,2021-04-28 10:55,Ucpd Ucpd Rev 090418,-122.272863,37.8708393
21-00586,Caslty: Injury/Illness,2021-04-27 06:00,Ucpd Ucpd,-122.272863,37.8708393
21-00588,532 (A): PC; Obtain Money/Etc By False Pretenses [over $400] 664: PC; Attempt Crime [state Specific Crime],2021-04-26 23:52,Campus,-122.288608,37.868541
21-00589,OA Assist: Outside Agency Assist 594: PC; Malicious Mischief/Vandalism Aggravated Assault added,2020-12-19 11:57,1800 Powell St,-122.272863,37.8708393
21-00591,459: PC; Burglary: First Degree,2021-04-29 14:30,Foothill Lot,-122.25298596214569,37.8741938
21-00592,594 (B)(2)(A): PC; Vandalism Less Than $400,2021-04-30 11:19,2400 Durant Av,-122.260114,37.86724
21-00593,273 A: PC; Willful Cruelty to Child,2021-04-28 00:00,2457 Bancroft Way,-122.2596743651256,37.868744466738576
21-00598,MP: Missing Person,2021-04-30 23:42,2650 Haste St,-122.2560025249778,37.86647419644383
21-01013,"OUT WRTF: Other Agency Warrant, Fel",2021-08-01 09:09,Centeroxford,-122.272863,37.8708393
21-01014,594 (A)(1): PC; Maliciously Deface W/Paint/Etc,2021-08-01 08:53,Upper Sproul Pz Upper Sproul Pz,-122.259346,37.869473
21-01015,594: PC; Malicious Mischief/Vandalism,2021-08-01 12:09,Dwinelle Hall,-122.2607432628604,37.8707285
21-01016,INFO: Information Only Report,2021-08-01 15:08,Ucpd Ucpd,-122.272863,37.8708393
21-01017,594: PC; Malicious Mischief/Vandalism,2021-08-01 21:27,Underhill Lot,-122.272863,37.8708393
21-01018,415 (2): PC; Disturb By Loud/Unreasonable Noise,2021-08-02 07:41,West Crescent West Crescent,-122.272863,37.8708393
21-01019,Lost Prop.: Lost Property,2020-07-01 12:00,Soda Hall,-122.25871364443108,37.8756246
21-01020,Lost Prop.: Lost Property,2021-01-20 12:00,Unknown,-122.272863,37.8708393
21-01021,487 (A): PC; Grand Theft:money/Labor/Property Over $950,2021-07-30 21:30,Minor Hall,-122.25473783871234,37.8715126
21-01022,Lost Prop.: Lost Property,2021-08-02 13:51,Stanley Hall,-122.25608574376449,37.87396185
21-01023,Lost Prop.: Lost Property,2021-08-02 11:00,Latimer Hall,-122.255914566482,37.87310845
21-01024,MISC: Miscellaneous Report,2021-08-02 12:00,Leconte Hall,-122.25719,37.8727
21-01025,594: PC; Malicious Mischief/Vandalism,2021-08-03 00:31,Moses Hall,-122.2581896639094,37.8709565
21-01027,Caslty: Injury/Illness,2021-08-03 08:21,2650 Haste St,-122.2560025249778,37.86647419644383
21-01028,OA-SEX ASSAULT: Outside Assist - Sexual Assault 261.5: PC; Unlawful Sexual Intercourse With Minor (Amended) 287 (B)(1): PC; Oral Copulation: W/Person Under 18 Yrs Scanned: Add Scanned Documents to Report,2021-07-28 15:00,Lake Anza Trails,,
21-01029,Lost Prop.: Lost Property,2021-07-02 12:30,Spieker Pool Spieker Pool,-122.262115926876,37.86872835
21-01030,Lost Prop.: Lost Property,2021-06-10 15:00,Tan Hall,-122.25645027921992,37.87309405
21-01031,PRODAM: Property Damage,2021-07-23 14:40,Fulton St,-122.265947,37.86842
21-01032,Caslty: Injury/Illness,2021-07-30 08:00,Sproul Hall,-122.25877388866844,37.8696038
21-01033,Lost Prop.: Lost Property,2021-07-16 10:30,Latimer Hall,-122.255914566482,37.87310845
21-01034,459V-F: PC; Burglary Vehicle,2021-08-03 20:06,Ellsworth Parking Structure Ellsworth Parking Structure,-122.2624592316722,37.8659586
21-01040,OA Assist: Outside Agency Assist 273.6: PC; Violate Court Order to Prevent Domestic Violence,2021-08-01 21:10,2400 BLK BANCROFT Rev 090418,-122.272863,37.8708393
21-01035,484: PC; Petty Theft,2021-08-04 07:27,Peoples Park Peoples Park,-122.257299,37.865746
21-01037,459V-F: PC; Burglary Vehicle,2021-08-04 02:00,555 Ohlone Av,-122.272863,37.8708393
21-01038,459V-F: PC; Burglary Vehicle,2021-08-04 21:19,980 Ohlone Av,-122.272863,37.8708393
21-01039,OA-VEH BURGLARY: Outside Assist - Vehicle Burglary,2021-08-04 23:05,Bancroft WAY,-122.28565157020569,37.86528873030079
21-01041,"UCBPD-WAR-M: Misdemeanor Warrant From Ucbpd 626: Exclusion Order Issued OUT WRTM: Other Agency Warrant, Misd SUPP: Supplemental Reports",2021-08-05 13:40,Haas Pavilion Haas Pavilion,-122.26220609544905,37.86939045
21-01042,PRODAM: Property Damage,2021-08-05 13:43,Lbnl PARKING H2 Lbnl,-122.298278,37.861669
21-01043,488/490.5 (A): PC; Petty Theft Retail Merchandise,2021-08-05 15:37,Mlk Mlk,,
21-01044,487 (A): PC; Grand Theft:money/Labor/Property Over $950 OABPD: Outside Assist - BPD,2021-08-05 17:32,2333 College Av,-122.25423115947426,37.86809365
21-01045,PRODAM: Property Damage,2021-08-06 05:35,Ucpd Ucpd,-122.272863,37.8708393
21-01047,488: PC; Petty Theft,2021-08-06 09:37,Memorial Stadium Memorial Stadium,-122.25073605072416,37.8709949
21-01048,PRODAM: Property Damage,2021-08-06 19:06,Lower Sproul Garage Lower Sproul Garage Rev 090418,-122.260471,37.869253
21-01049,Found Prop.: Found Property,2021-08-07 02:37,675 Kula Gulf Wy,-122.3033197,37.883893
21-01051,487 (A): PC; Grand Theft:money/Labor/Property Over $950,2021-08-07 13:37,Haas Pavilion Haas Pavilion,-122.26220609544905,37.86939045
21-01052,PRODAM: Property Damage,2021-08-06 18:00,1110 Jackson St,-122.272863,37.8708393
21-01053,Caslty: Injury/Illness,2021-08-07 20:53,Ucpd Ucpd,-122.272863,37.8708393
21-01054,664/487: PC; Attempt Grand Theft 10852: VC; Tamper With Vehicle 487 (A): PC; Grand Theft:money/Labor/Property Over $950,2021-08-07 23:16,625 West End Wy,-122.272863,37.8708393
21-01055,INFO: Information Only Report,2021-08-08 15:09,810 Ohlone Av,-122.272863,37.8708393
21-01056,OA-SEX ASSAULT: Outside Assist - Sexual Assault,2020-03-16 03:00,2727 Channing Wy,-122.252818571585,37.86791335
21-01057,HAZMAT: Hazardous Condition,2021-08-08 18:31,Latimer Hall,-122.255914566482,37.87310845
21-01058,594: PC; Malicious Mischief/Vandalism 487 (A): PC; Grand Theft:money/Labor/Property Over $950,2021-08-08 16:02,South Hall,-122.2585374222892,37.87133485
21-01059,INFO: Information Only Report,2021-08-09 04:46,Hearst Mining Building Hearst Mining Building,-122.25726679499158,37.874424950000005
21-01060,647 (E): PC; Disorderly Conduct:lodge Without Owners Consent,2021-06-14 04:40,2536 Channing Wy,-122.25736188372092,37.86703753488372
21-01061,484 G: PC; Theft By Use of Credit Card [over $400] (Amended),2021-08-09 09:00,1608 Fourth St,-122.30222713682431,37.8731658
21-01062,664/10851: PC; Attempt to Operate Vehicle W/O Owner's Consent (Amended),2021-02-18 08:45,605 Ohlone Av,-122.272863,37.8708393
21-01046,"594 (A): PC; Vandalism [$5, 000 Or Over] SUPP: Supplemental Reports 594: PC; Malicious Mischief/Vandalism",2021-08-06 04:00,Sproul Hall,-122.25877388866844,37.8696038
21-01063,664/459: PC; Attempted Burglary: First Degree,2021-08-09 23:30,Ellsworth Parking Structure Ellsworth Parking Structure,-122.2624592316722,37.8659586
21-01064,Lost Prop.: Lost Property,2019-12-01 12:00,Life Science Addition Life Science Addition,-122.272863,37.8708393
21-01065,290 (A): PC; Duty to Register As Sex Offender,2021-08-10 13:23,Ucpd Ucpd,-122.272863,37.8708393
21-01066,459.5 (A): PC; Burglary: Retail Merchandise Less Than $950,2021-08-10 14:43,Mlk Mlk Rev 090418,-122.272863,37.8708393
21-01067,594 (A)(1): PC; Maliciously Deface W/Paint/Etc,2021-08-11 10:16,Hildebrand Hall,-122.25574850455492,37.872667
21-01068,484 G: PC; Theft By Use of Access Card Information,2021-07-28 00:01,Doe Library Doe Library,-122.259498421875,37.87219215
21-01071,459V-F: PC; Burglary Vehicle,2021-08-11 11:06,Foothill Lot,-122.25298596214569,37.8741938
21-01069,602 (M): PC; Trespass:drive On Private Property (Amended) 626: Exclusion Order Issued,2021-08-12 06:19,Anthropology  Art Practice Building Anthropology,-122.25521364874076,37.8698277
21-01070,FIRE: Fire,2021-08-12 09:08,Uva Uva,-122.272863,37.8708393
21-01072,Lost Prop.: Lost Property,2020-04-16 21:20,Giannini Hall,-122.26226332170472,37.8734437
21-01073,594 (A): PC; Vandalism Scanned: Add Scanned Documents to Report,2021-08-11 23:15,Strawberry Center Strawberry Center,-122.244277,37.873034
21-01074,487 (A): PC; Grand Theft:money/Labor/Property Over $950 Scanned: Add Scanned Documents to Report SUPP: Supplemental Reports,2021-08-12 08:45,Lower Hearst Structure Lower Hearst Structure,-122.26143521304314,37.87523535
21-01075,INFO: Information Only Report 273.5 (A): PC; Inflict Corporal Injury On Spouse/Cohabitant,2021-08-09 12:00,600 block West End Wy,-122.272863,37.8708393
21-01076,SUPP: Supplemental Reports 242: PC; Battery 243 (B): PC; Battery On Peace Officer/Fireman (Amended) 422.6 (A): PC; Violate Civil Rights By Force Or Threat of Force INFO: Information Only Report Scanned: Add Scanned Documents to Report,2021-08-12 16:35,Bancroft Wy,-122.28565157020569,37.86528873030079
21-01079,484: PC; Theft,2021-08-12 01:00,515 West End Wy,-122.272863,37.8708393
21-01077,Found Prop.: Found Property Scanned: Add Scanned Documents to Report,2021-08-13 00:06,Hildebrand Hall,-122.25574850455492,37.872667
